Postcode,Price,Rooms,Bedroom2,Bathroom,Car,Landsize,Distance,Propertycount
3039.0,1115000.0,2.863157894736842,2.9208333333333334,1.5083333333333333,1.5,379.5,6.573333333333333,6232.0
3040.0,1068750.0,3.0168224299065423,3.0965517241379312,1.6804597701149426,1.7523148148148149,473.0,7.9620560747663545,7363.484112149533
3041.0,1051000.0,3.236051502145923,3.2848101265822787,1.8481012658227849,1.8481012658227849,607.0,9.074248927038626,2732.3648068669527
3042.0,790000.0,3.002906976744186,3.040160642570281,1.5622489959839359,1.653225806451613,548.0,11.500290697674417,2713.936046511628
3043.0,654000.0,3.2684563758389262,3.310077519379845,1.6666666666666667,1.9689922480620154,545.5,13.026845637583893,2620.0335570469797
3044.0,750000.0,2.814814814814815,2.8644688644688645,1.3553113553113554,1.6752767527675276,492.5,9.214814814814815,7485.0
3046.0,677000.0,2.9843260188087775,3.0379464285714284,1.3772321428571428,2.015625,613.0,11.92742946708464,6542.794670846395
3047.0,528000.0,3.037433155080214,3.0675675675675675,1.2027027027027026,1.8231292517006803,613.0,14.064171122994653,2832.3262032085563
3048.0,474000.0,3.217391304347826,3.263157894736842,1.4210526315789473,1.6,600.5,17.4,4185.159420289855
3049.0,625000.0,3.4754098360655736,3.5098039215686274,1.6862745098039216,2.0588235294117645,565.0,16.5,2143.5081967213114
3051.0,726000.0,2.2138364779874213,2.246153846153846,1.4,0.9747899159663865,90.0,2.0389937106918237,6821.0
3052.0,1265000.0,2.8421052631578947,2.4878048780487805,1.6097560975609757,1.0731707317073171,183.0,2.319298245614035,2309.0
3053.0,977500.0,2.5408163265306123,2.5256410256410255,1.4743589743589745,1.028169014084507,104.5,1.7,6786.0
3054.0,1530000.0,2.6991869918699187,2.6923076923076925,1.3076923076923077,0.686046511627907,182.5,3.382926829268293,2713.691056910569
3055.0,769000.0,2.5789473684210527,2.679558011049724,1.2154696132596685,1.4576271186440677,365.5,5.557085020242916,7082.0
3056.0,950000.0,2.608108108108108,2.6713483146067416,1.2949438202247192,1.1398809523809523,244.0,5.2,11918.0
3057.0,908500.0,2.446236559139785,2.5142857142857142,1.3785714285714286,1.2296296296296296,182.0,4.263440860215054,5533.0
3058.0,865000.0,2.9514388489208634,2.9274725274725273,1.3846153846153846,1.6496674057649667,402.5,7.533812949640288,9096.789568345324
3059.0,715000.0,4.022988505747127,4.101449275362318,2.260869565217391,2.391304347826087,657.0,20.4,4864.0
3060.0,669000.0,3.009478672985782,3.0473684210526315,1.3421052631578947,1.8677248677248677,602.0,12.718483412322275,5070.0
3061.0,500000.0,3.15,3.1666666666666665,1.3333333333333333,2.6666666666666665,585.0,15.55,1889.0
3064.0,562625.0,3.542134831460674,3.5886524822695036,1.9539007092198581,1.896797153024911,504.0,20.6,12617.193820224718
3065.0,1116500.0,2.466666666666667,2.5689655172413794,1.5172413793103448,1.0377358490566038,135.5,1.8566666666666667,5825.0
3066.0,910000.0,2.161290322580645,2.242424242424242,1.3535353535353536,0.9574468085106383,116.0,1.767741935483871,4553.0
3067.0,1021250.0,2.4525547445255476,2.536082474226804,1.422680412371134,1.0337078651685394,151.0,2.7153284671532845,4019.0
3068.0,1265000.0,2.6141975308641974,2.6592592592592594,1.4296296296296296,0.9397590361445783,179.5,3.5274691358024692,4822.395061728395
3070.0,1205000.0,2.7830188679245285,2.8542274052478134,1.4052478134110786,1.4376899696048633,313.0,5.399056603773585,11364.0
3071.0,930000.0,2.546583850931677,2.6363636363636362,1.3760330578512396,1.5423728813559323,349.0,6.745341614906832,8870.0
3072.0,871000.0,2.8474226804123712,2.9310344827586206,1.3713527851458887,1.76,484.0,8.616907216494845,14577.0
3073.0,680000.0,2.787914691943128,2.8215547703180213,1.2968197879858658,1.8409893992932862,546.0,11.57914691943128,21650.0
3074.0,640000.0,3.074766355140187,3.2439024390243905,1.3658536585365855,2.2560975609756095,560.0,15.3,7955.0
3075.0,663500.0,3.1634615384615383,3.247311827956989,1.3333333333333333,2.204301075268817,567.0,16.3,8279.0
3076.0,600000.0,3.2865497076023393,3.361111111111111,1.7152777777777777,1.9097222222222223,534.0,19.6,10926.0
3078.0,1265000.0,2.9157303370786516,2.948529411764706,1.4852941176470589,1.6865671641791045,474.0,5.894943820224719,2633.1404494382023
3079.0,1212500.0,3.0343642611683848,3.057777777777778,1.6622222222222223,1.5515695067264574,592.0,7.96426116838488,4766.474226804124
3081.0,712500.0,2.7745098039215685,2.7576923076923077,1.2653846153846153,1.53125,586.0,9.471895424836601,2604.6470588235293
3082.0,665500.0,3.346590909090909,3.408450704225352,1.7394366197183098,1.9645390070921986,603.0,17.9,10529.0
3083.0,750000.0,3.3878504672897196,3.515923566878981,1.713375796178344,1.8181818181818181,554.0,12.122429906542056,8455.55140186916
3084.0,1000000.0,3.276018099547511,3.3002915451895043,1.7317784256559767,1.780058651026393,641.5,10.375339366515838,2933.680995475113
3085.0,780250.0,3.172932330827068,3.5454545454545454,1.8484848484848484,1.7272727272727273,587.0,13.28796992481203,3115.7443609022557
3087.0,755000.0,3.1102362204724407,3.1545454545454548,1.3636363636363635,1.7155963302752293,585.0,14.654330708661417,2119.472440944882
3088.0,817750.0,3.2793296089385473,3.359154929577465,1.732394366197183,1.8071428571428572,667.0,16.1,7012.223463687151
3089.0,742500.0,3.3548387096774195,3.5416666666666665,1.9583333333333333,1.9583333333333333,760.5,21.8,4258.0
3090.0,1141000.0,2.5,4.0,2.0,2.0,1000.0,20.1,777.0
3093.0,810000.0,3.0357142857142856,3.3157894736842106,1.894736842105263,2.0526315789473686,805.0,14.6,1624.0
3094.0,880000.0,3.1875,3.3333333333333335,1.6666666666666667,1.868421052631579,821.0,16.2,3891.0
3095.0,901000.0,3.5634920634920637,3.6666666666666665,1.9393939393939394,1.9789473684210526,836.0,18.0,5621.777777777777
3096.0,987500.0,4.5,4.0,2.0,2.0,601.0,23.6,642.0
3099.0,695000.0,4.0,4.0,2.0,2.0,909.5,26.1,1345.0
3101.0,1565000.0,3.3062098501070665,3.3323863636363638,1.9517045454545454,1.9515669515669516,546.0,5.507494646680942,10331.0
3102.0,1754500.0,3.3507462686567164,3.4081632653061225,1.816326530612245,2.185567010309278,691.0,7.398507462686567,2671.0
3103.0,1810000.0,3.463636363636364,3.489082969432314,2.087336244541485,1.9911894273127753,665.0,8.881818181818181,5522.333333333333
3104.0,1730000.0,3.697619047619048,3.696048632218845,1.993920972644377,2.027355623100304,696.0,9.433333333333332,7809.0
3105.0,1190000.0,3.54375,3.591304347826087,1.8782608695652174,1.9391304347826086,617.0,11.36875,4480.0
3106.0,1390000.0,4.021978021978022,4.057971014492754,2.318840579710145,2.130434782608696,787.0,15.5,6202.0
3107.0,1155000.0,3.7122641509433962,3.767123287671233,1.9589041095890412,2.0551724137931036,706.0,13.199056603773586,5420.0
3108.0,1300000.0,3.5642023346303504,3.586021505376344,1.978494623655914,1.8978494623655915,659.0,13.28715953307393,9028.0
3109.0,1310000.0,3.6551724137931036,3.7155963302752295,2.0091743119266057,1.9537037037037037,664.0,14.3,10999.0
3111.0,1150000.0,3.810344827586207,3.840909090909091,2.0,2.0681818181818183,704.0,16.1,4790.0
3113.0,1162000.0,3.736842105263158,3.8,2.2666666666666666,1.8666666666666667,1493.0,21.1,1754.3157894736842
3115.0,1357500.0,3.6666666666666665,3.6666666666666665,2.0,2.0,19650.0,25.2,1328.0
3116.0,765000.0,3.25,3.25,1.875,2.0,734.0,27.100000000000005,3789.0
3121.0,1052000.0,2.3513071895424837,2.4145299145299144,1.4081196581196582,1.1204545454545454,151.0,2.5119281045751634,13578.959150326797
3122.0,750500.0,2.5490654205607477,2.6554878048780486,1.4939024390243902,1.4382716049382716,264.0,4.946728971962616,11308.0
3123.0,1320000.0,2.8309859154929575,2.9506726457399104,1.6801801801801801,1.6727272727272726,367.0,6.936971830985915,6482.0
3124.0,1835000.0,3.4184397163120566,3.4233333333333333,1.9633333333333334,1.96,647.0,7.753427895981087,8920.0
3125.0,1250000.0,3.4852320675105486,3.697530864197531,1.8024691358024691,1.7701863354037266,653.5,11.140506329113922,5678.0
3126.0,2300000.0,3.54014598540146,3.504424778761062,1.9823008849557522,1.9823008849557522,651.5,8.71970802919708,3265.0
3127.0,1525000.0,3.3061728395061727,3.3915857605177995,1.86084142394822,1.9120521172638436,641.5,10.820246913580247,4522.837037037037
3128.0,1338000.0,3.175438596491228,3.260869565217391,1.6304347826086956,1.6521739130434783,620.0,12.27017543859649,4605.0
3130.0,1225000.0,3.3714285714285714,3.4285714285714284,1.7202380952380953,1.8862275449101797,627.5,13.4,4535.476190476191
3131.0,1001000.0,3.223021582733813,3.2956521739130435,1.617391304347826,1.7043478260869565,592.0,15.399999999999999,4676.884892086331
3132.0,971500.0,3.2972972972972974,3.3974358974358974,1.7435897435897436,1.8133333333333332,648.5,17.2,6871.0
3133.0,1127500.0,3.808080808080808,3.9775280898876404,2.033707865168539,2.102272727272727,660.0,17.2,4234.0
3134.0,930000.0,3.4029850746268657,3.5096153846153846,1.7692307692307692,1.8415841584158417,710.0,19.9,6481.0
3135.0,910000.0,3.392,3.4234234234234235,1.7387387387387387,1.8773584905660377,700.0,21.3,4073.528
3136.0,850000.0,3.390625,3.410958904109589,1.6712328767123288,2.1095890410958904,864.0,23.0,9047.583333333334
3137.0,710000.0,3.090909090909091,3.0,1.5,2.1176470588235294,883.0,26.0,4654.0
3138.0,740000.0,3.5806451612903225,3.6,1.7636363636363637,2.0925925925925926,883.0,26.5,8280.0
3139.0,1150000.0,4.0,4.0,2.0,2.0,40500.0,35.2,1130.0
3140.0,705000.0,3.4285714285714284,3.4,1.8,2.2,946.0,29.9,6732.0
3141.0,800000.0,2.147126436781609,2.1957831325301207,1.4186746987951808,1.1125,80.0,3.033793103448276,14887.0
3142.0,1005000.0,2.737410071942446,2.711340206185567,1.7371134020618557,1.5833333333333333,240.5,4.394964028776978,7217.0
3143.0,1205000.0,2.649789029535865,2.625,1.5454545454545454,1.4260355029585798,228.0,6.3,4836.0
3144.0,1977500.0,3.029166666666667,3.0268817204301075,1.8655913978494623,1.7032967032967032,334.0,6.7387500000000005,4353.925
3145.0,1460000.0,3.16793893129771,3.2724358974358974,1.7724358974358974,1.9225806451612903,567.0,9.937913486005089,8300.664122137405
3146.0,1528800.0,3.124236252545825,3.2213541666666665,1.8203125,1.919060052219321,643.0,8.329327902240326,10412.0
3147.0,1417000.0,3.3071672354948807,3.3121951219512193,1.824390243902439,1.9852216748768472,677.0,11.005460750853242,2978.6621160409554
3148.0,977500.0,3.2049180327868854,3.191780821917808,1.643835616438356,1.5833333333333333,507.5,12.69672131147541,3582.0
3149.0,1386000.0,3.6058091286307055,3.6578947368421053,1.9684210526315788,1.947089947089947,728.0,14.2,13366.0
3150.0,1206000.0,3.772727272727273,3.8864468864468864,2.1176470588235294,1.9407407407407407,702.0,16.7,13038.40909090909
3151.0,1076500.0,3.35,3.4339622641509435,1.6603773584905661,1.8,579.5,14.7,4048.0
3152.0,1000000.0,3.7476635514018692,3.8152173913043477,1.9456521739130435,2.1758241758241756,717.0,14.7,6307.2336448598135
3153.0,745500.0,3.276923076923077,3.32,1.72,2.326530612244898,725.0,23.2,4523.292307692308
3154.0,580600.0,3.0,3.0,1.2,1.6,1007.0,27.0,1690.0
3155.0,780000.0,3.290909090909091,3.4146341463414633,1.5853658536585367,2.075,739.0,25.0,9704.0
3156.0,760000.0,3.3835616438356166,3.4285714285714284,1.6984126984126984,2.1587301587301586,736.5,24.8,10432.027397260274
3158.0,825000.0,3.5,3.5,1.5,2.0,1596.5,29.3,2591.0
3159.0,810000.0,4.0,4.0,1.0,1.9485294117647058,4038.0,32.6,342.0
3160.0,855000.0,3.6666666666666665,3.5,2.0,2.0,1294.5,30.399999999999995,1108.6666666666667
3161.0,609000.0,2.325301204819277,2.547169811320755,1.4150943396226414,1.2745098039215685,309.0,7.959036144578313,6923.0
3162.0,1165250.0,2.880281690140845,2.9310344827586206,1.6724137931034482,1.6724137931034482,347.0,8.990140845070423,4637.028169014085
3163.0,860000.0,2.533464566929134,2.559556786703601,1.4626038781163435,1.481994459833795,313.5,10.879724409448817,6052.2322834645665
3165.0,1160000.0,3.2641509433962264,3.206896551724138,1.645320197044335,1.9975369458128078,584.0,13.853859348198972,10969.0
3166.0,1033000.0,3.1196581196581197,3.1403508771929824,1.5847953216374269,1.8411764705882352,549.0,12.874786324786326,2965.008547008547
3167.0,986000.0,3.298507462686567,3.295918367346939,1.5612244897959184,2.061224489795918,571.5,15.058208955223881,3692.0
3168.0,1045000.0,3.421875,3.4468085106382977,1.574468085106383,1.8297872340425532,716.0,16.7,5065.90625
3169.0,850000.0,3.211267605633803,3.240740740740741,1.4259259259259258,1.849056603773585,600.0,17.5,4027.3098591549297
3170.0,900500.0,3.5294117647058822,3.4886363636363638,1.8409090909090908,1.9659090909090908,655.5,18.8,7113.0
3171.0,765000.0,3.0943396226415096,3.1463414634146343,1.2926829268292683,2.097560975609756,624.0,20.8,7412.0
3172.0,854000.0,3.4029850746268657,3.5,1.8392857142857142,2.1964285714285716,570.0,22.2,3965.5223880597014
3173.0,770000.0,3.4146341463414633,3.4615384615384617,1.564102564102564,2.1538461538461537,536.5,25.200000000000003,8459.0
3174.0,650000.0,2.962025316455696,3.0588235294117645,1.3725490196078431,2.12,638.5,22.7,11806.0
3175.0,619250.0,3.1904761904761907,3.2803738317757007,1.514018691588785,2.0576923076923075,602.5,24.7,9526.349206349207
3177.0,513500.0,3.0,3.0,1.1428571428571428,2.0,589.0,28.8,3245.0
3178.0,920000.0,3.888888888888889,4.0285714285714285,2.057142857142857,1.9393939393939394,675.0,23.5,11667.0
3179.0,952000.0,3.6842105263157894,3.5294117647058822,1.8823529411764706,2.0,735.5,22.2,2206.0
3180.0,870000.0,3.88,3.7857142857142856,2.0714285714285716,1.9285714285714286,652.5,23.3,2949.0
3181.0,1020000.0,2.2948717948717947,2.3128491620111733,1.3854748603351956,1.0845921450151057,159.0,4.641239316239316,6775.794871794872
3182.0,600000.0,2.064171122994652,2.0892857142857144,1.2633928571428572,1.0963302752293578,123.0,5.6911764705882355,13240.0
3183.0,610750.0,2.15625,2.297872340425532,1.1702127659574468,0.9761904761904762,152.0,6.48125,2952.0
3184.0,717000.0,2.329861111111111,2.393939393939394,1.41991341991342,1.2079646017699115,220.5,7.470833333333333,8989.0
3185.0,900000.0,2.6867469879518073,2.856,1.608,1.4838709677419355,383.5,7.940361445783132,4061.578313253012
3186.0,1800000.0,3.2149122807017543,3.287323943661972,2.0480225988700567,1.9858356940509916,465.5,10.880701754385964,10579.0
3187.0,1650000.0,3.513994910941476,3.5016835016835017,2.0976430976430978,2.0542372881355933,605.0,10.53002544529262,6938.0
3188.0,1350000.0,3.1443037974683543,3.2014134275618376,1.8374558303886925,1.875886524822695,583.0,13.866582278481014,4559.893670886076
3189.0,1002500.0,3.0873015873015874,3.1,1.64,1.95,588.0,14.469047619047618,2555.0
3190.0,1195000.0,3.044642857142857,3.1566265060240966,1.6144578313253013,1.8795180722891567,612.0,16.0,4794.0
3191.0,1650000.0,3.34375,3.585714285714286,2.0428571428571427,1.8428571428571427,532.5,15.199999999999998,4497.0
3192.0,1020000.0,3.1666666666666665,3.2857142857142856,1.6638655462184875,2.0588235294117645,581.5,17.9,9758.0
3193.0,1630000.0,3.466666666666667,3.6542056074766354,2.160377358490566,2.292452830188679,652.0,17.3,4582.666666666667
3194.0,892500.0,2.962962962962963,3.23943661971831,1.7746478873239437,1.8028169014084507,537.5,20.0,6162.0
3195.0,986000.0,3.127853881278539,3.3311258278145695,1.8211920529801324,2.013245033112583,591.0,21.5,3868.205479452055
3196.0,836500.0,3.1176470588235294,3.25,1.7777777777777777,1.9859154929577465,544.5,27.0,2953.9579831932774
3197.0,727750.0,3.0,3.0833333333333335,1.3333333333333333,2.0416666666666665,379.0,31.199999999999996,2246.675675675676
3198.0,767500.0,3.3260869565217392,3.4324324324324325,1.6486486486486487,1.8108108108108107,630.0,35.4,8077.0
3199.0,686000.0,3.2586206896551726,3.3493150684931505,1.6095890410958904,2.2054794520547945,674.0,38.0,14273.741379310344
3200.0,493000.0,3.1333333333333333,3.142857142857143,1.1428571428571428,2.0,599.0,36.9,2500.0
3201.0,552500.0,3.2758620689655173,3.1923076923076925,1.7307692307692308,1.9230769230769231,559.0,34.9,8060.0
3202.0,790000.0,2.6,3.0,1.0,2.0,599.0,18.7,1048.0
3204.0,1289500.0,3.142857142857143,3.1785714285714284,1.7289002557544757,1.8797953964194374,577.0,11.992277992277993,5454.249034749035
3205.0,1200000.0,2.551546391752577,2.6298701298701297,1.62987012987013,0.9473684210526315,128.0,1.9948453608247423,5943.0
3206.0,1850000.0,2.9095238095238094,2.921875,1.6041666666666667,0.8265895953757225,177.0,3.3052380952380953,2805.6238095238095
3207.0,1190000.0,2.5067385444743935,2.5166051660516606,1.5724907063197027,1.1450980392156862,140.0,3.664959568733154,8648.0
3335.0,622750.0,3.411764705882353,3.0,1.6666666666666667,2.0,609.0,23.8,1210.0
3337.0,411500.0,3.5268817204301075,3.539325842696629,1.6629213483146068,2.0352941176470587,650.0,31.7,4599.118279569892
3338.0,412250.0,3.0869565217391304,3.1666666666666665,1.3833333333333333,2.0,603.0,29.800000000000004,4569.449275362319
3340.0,412000.0,3.2857142857142856,3.3333333333333335,1.6666666666666667,3.3333333333333335,818.0,37.5,2530.0
3427.0,460000.0,3.5,3.5555555555555554,1.7777777777777777,1.625,649.0,27.7,1184.0
3428.0,665000.0,3.0,3.0,1.0,5.0,591.5,22.9,271.0
3429.0,520000.0,3.4050632911392404,3.4375,1.796875,2.1735537190082646,676.0,31.699999999999996,14003.335443037975
3431.0,791000.0,4.285714285714286,4.4,2.0,4.6,1729.5,47.4,1475.0
3437.0,695000.0,3.5454545454545454,3.6538461538461537,2.076923076923077,2.5384615384615383,2189.0,45.9,2715.181818181818
3438.0,690000.0,3.8333333333333335,3.8,2.0,2.6,850.0,48.1,849.0
3750.0,598750.0,3.59375,3.5384615384615383,1.9807692307692308,1.9615384615384615,400.0,25.5,2940.0
3752.0,635000.0,3.609090909090909,3.6941176470588237,2.0823529411764707,2.1058823529411765,541.0,20.5,7969.0
3754.0,578000.0,3.564885496183206,3.5495495495495497,1.972972972972973,2.045045045045045,448.0,25.9,6241.297709923664
3756.0,484000.0,3.75,3.6666666666666665,1.7777777777777777,2.3333333333333335,756.5,44.2,3988.0
3757.0,472500.0,3.25,3.3333333333333335,1.6666666666666667,1.3333333333333333,972.0,35.5,2170.0
3765.0,735000.0,3.5,3.5,2.0,2.0,853.0,28.8,2493.0
3770.0,630000.0,3.0,3.0,2.0,6.0,859.0,33.0,810.0
3775.0,620000.0,3.0,3.0,2.0,1.0,863.0,31.4,1160.0
3777.0,688000.0,3.5,3.5,2.0,3.0,724.0,45.2,3307.0
3782.0,655000.0,3.4,3.4,2.2,2.2,1034.0,36.9,1874.2
3786.0,690000.0,3.0,3.0,1.0,2.0,591.5,29.5,604.0
3788.0,810000.0,4.0,3.28810641627543,1.6803199751475613,1.9485294117647058,591.5,30.6,794.0
3793.0,720000.0,4.0,4.0,2.0,2.0,1611.0,34.1,1424.0
3795.0,1077500.0,3.5,3.5,2.0,2.5,57245.0,34.6,457.0
3796.0,596500.0,3.25,3.25,1.25,1.25,964.0,31.6,3532.0
3802.0,676250.0,3.730769230769231,3.730769230769231,2.076923076923077,2.36,669.0,28.5,8443.0
3803.0,645000.0,3.0,3.0,1.5,2.6,791.0,32.3,3728.0
3805.0,635000.0,3.3846153846153846,3.5,1.8181818181818181,2.090909090909091,688.0,34.1,9376.0
3806.0,755000.0,3.723404255319149,3.7142857142857144,2.261904761904762,2.0,739.5,35.2,17093.0
3807.0,603500.0,3.2857142857142856,3.5,2.0,2.5,460.0,39.0,2017.2857142857142
3808.0,719500.0,3.5,3.5,2.0,2.0,1031.0,39.8,973.0
3809.0,576500.0,3.8333333333333335,3.8333333333333335,1.8333333333333333,2.0,480.0,43.29999999999999,2768.0
3810.0,502500.0,3.65,3.6153846153846154,1.7692307692307692,2.230769230769231,649.0,47.3,17384.0
3910.0,565500.0,3.3333333333333335,3.5714285714285716,1.9285714285714286,2.357142857142857,653.5,41.0,8743.0
3975.0,613750.0,3.0,3.0,2.0,2.0,591.5,33.8,2322.0
3976.0,622000.0,3.4285714285714284,3.5,1.6666666666666667,2.0,643.0,33.3,8256.0
3977.0,572000.0,3.6363636363636362,3.7,1.9333333333333333,2.3,581.0,34.7,5545.151515151515
3978.0,635000.0,3.8,3.0,2.0,2.0,591.5,43.4,2987.0
